PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Nationality,Occupation,TravelPurpose,LuggageCount,HasLifeboatAccess,Name
744,1,3,male,28.5,0,0,TICK7988,17.94,E62,C,American,Farmer,Leisure,0,0,Dr. George Harris
745,0,2,female,34.0,1,0,TICK513088,16.52,,S,American,Teacher,Migration,0,1,Mrs. Margaret Harris
746,1,3,male,34.8,4,0,TICK873944,17.19,,S,British,Farmer,Migration,4,0,Dr. John Johnson
747,1,3,male,27.4,0,2,TICK863347,17.8,,C,British,Factory Worker,Leisure,2,0,Rev. Thomas Smith
748,0,2,male,18.7,1,0,TICK28029,46.57,D24,S,French,Teacher,Leisure,4,1,Dr. Thomas Lewis
749,0,1,male,30.4,1,0,TICK388491,154.68,,S,American,Aristocrat,Migration,2,1,Rev. John Smith
750,0,3,female,29.9,0,1,TICK214008,18.56,,S,Other,Factory Worker,Migration,2,1,Miss. Elizabeth Brown
751,0,2,male,29.6,0,0,TICK296528,22.83,E50,S,French,Engineer,Migration,3,0,Mr. William Taylor
752,1,3,male,42.3,0,0,TICK988555,13.29,,C,American,Factory Worker,Migration,2,1,Rev. Thomas Lewis
753,0,3,male,30.2,0,0,TICK994923,5.76,,S,British,Factory Worker,Migration,2,0,Rev. John Smith
754,0,3,male,10.3,0,0,TICK599910,5.66,,S,British,Laborer,Leisure,0,1,Master. George Wilson
755,1,3,male,20.9,0,0,TICK448220,15.81,,C,French,Laborer,Leisure,0,1,Rev. William Johnson
756,1,1,male,27.2,4,0,TICK768651,238.91,C70,S,Other,Lawyer,Migration,0,1,Master. George Smith
757,0,3,male,,2,0,TICK467432,8.84,,S,British,Laborer,Leisure,3,0,Dr. John Clark
758,0,3,male,37.9,0,0,TICK547196,7.86,B42,S,British,Farmer,Leisure,7,0,Mr. Thomas Taylor
759,0,3,male,31.0,1,0,TICK133307,15.05,,Q,British,Laborer,Migration,4,0,Rev. Thomas Walker
760,0,1,male,0.4,1,2,TICK872406,30.19,,Q,Irish,Aristocrat,Migration,4,1,Master. John Harris
761,1,3,female,11.9,0,3,TICK476895,17.09,A65,S,Other,Factory Worker,Business,0,1,Lady. Alice Davis
762,1,2,male,39.0,1,0,TICK310268,13.17,,S,British,Nurse,Migration,0,1,Mr. William Taylor
763,1,3,female,26.8,1,0,TICK963587,7.87,,S,British,Factory Worker,Migration,3,0,Lady. Sarah Harris
764,0,1,male,,0,1,TICK115939,211.53,,S,Irish,Lawyer,Migration,6,1,Dr. Thomas Brown
765,0,3,female,,0,1,TICK752043,12.27,C92,S,American,Farmer,Business,2,1,Miss. Sarah Lewis
766,1,3,female,24.9,0,0,TICK741632,10.32,,S,British,Farmer,Business,5,1,Lady. Sarah Clark
767,0,1,female,20.8,0,0,TICK964833,180.73,,C,French,Lawyer,Migration,1,0,Lady. Sarah Johnson
768,1,3,male,25.5,0,0,TICK886778,19.46,,S,Other,Servant,Leisure,0,0,Dr. Thomas Taylor
769,0,3,male,32.4,0,1,TICK126766,14.62,,S,American,Servant,Migration,1,0,Rev. William Clark
770,1,3,male,30.0,0,1,TICK466992,5.35,D64,S,Irish,Farmer,Migration,0,0,Mr. John Walker
771,0,3,male,44.2,1,0,TICK933057,11.45,,S,American,Servant,Business,0,0,Mr. William Harris
772,0,3,female,7.7,4,0,TICK454263,18.13,,S,American,Laborer,Business,3,1,Miss. Margaret Walker
773,0,3,female,9.5,0,0,TICK518215,9.52,,S,British,Factory Worker,Migration,2,1,Lady. Sarah Walker
774,0,1,male,26.6,2,0,TICK276834,74.44,,C,Irish,Merchant,Leisure,3,1,Dr. James Wilson
775,0,1,male,38.1,0,0,TICK92083,386.44,A45,S,Irish,Merchant,Migration,3,1,Rev. James Wilson
776,0,1,female,41.4,0,0,TICK907496,314.83,,Q,American,Merchant,Leisure,8,0,Miss. Mary Johnson
777,1,3,male,21.4,0,0,TICK144464,13.55,B9,S,American,Farmer,Business,0,0,Rev. Thomas Clark
778,1,1,male,-8.9,2,3,TICK292979,55.18,,Q,British,Lawyer,Business,4,1,Master. William Clark
779,0,3,male,21.8,0,3,TICK768173,7.11,,S,British,Farmer,Migration,7,1,Rev. James Davis
780,0,3,male,35.9,0,0,TICK702199,14.34,C94,S,American,Factory Worker,Leisure,1,0,Master. George Wilson
781,1,3,male,29.8,1,1,TICK123119,8.12,,C,American,Laborer,Migration,9,1,Dr. John Walker
782,0,2,female,38.7,1,0,TICK371903,30.16,E63,S,French,Engineer,Business,2,1,Lady. Mary Clark
783,1,2,female,47.9,4,1,TICK843678,31.8,D91,S,British,Engineer,Leisure,0,0,Lady. Elizabeth Wilson
784,0,3,male,27.6,2,0,TICK83907,9.25,,S,French,Factory Worker,Leisure,0,0,Dr. Thomas Walker
785,0,3,male,23.4,1,0,TICK781431,19.23,,S,Irish,Farmer,Migration,4,1,Master. Thomas Walker
786,1,3,male,16.7,0,0,TICK832856,17.64,D40,S,American,Farmer,Migration,2,1,Dr. John Walker
787,1,3,male,9.4,0,0,TICK234247,15.84,,S,American,Servant,Leisure,1,0,Rev. Thomas Walker
788,0,3,male,5.8,0,0,TICK763693,6.17,,S,American,Factory Worker,Leisure,0,1,Rev. Thomas Davis
789,0,2,female,20.0,0,0,TICK78961,14.25,,S,American,Nurse,Leisure,1,1,Miss. Sarah Harris
790,0,1,female,45.6,0,0,TICK344005,261.61,,S,French,Merchant,Migration,0,1,Mrs. Margaret Harris
791,1,2,male,40.2,0,0,TICK165340,16.43,B99,S,British,Teacher,Migration,2,0,Rev. John Lewis
792,0,3,female,,1,0,TICK532691,19.67,,S,American,Laborer,Migration,4,1,Miss. Sarah Harris
793,1,3,male,62.4,1,0,TICK352626,7.38,,C,French,Farmer,Leisure,1,0,Dr. James Taylor
794,1,2,male,20.9,2,0,TICK290520,29.5,,S,French,Engineer,Leisure,0,0,Mr. William Harris
795,0,2,female,49.5,0,1,TICK476491,24.56,,S,Irish,Nurse,Migration,0,1,Mrs. Mary Harris
796,1,3,female,53.4,1,0,TICK662257,14.59,,S,British,Farmer,Leisure,2,1,Lady. Alice Harris
797,0,3,male,36.9,0,0,TICK772250,6.94,A100,S,British,Factory Worker,Migration,0,0,Rev. William Johnson
798,1,3,female,19.8,0,0,TICK538756,11.45,,C,Irish,Laborer,Leisure,10,1,Miss. Mary Smith
799,0,3,female,24.5,0,1,TICK705728,9.12,A68,S,American,Factory Worker,Migration,0,1,Miss. Sarah Lewis
800,1,2,male,32.8,0,0,TICK815791,45.51,D94,C,British,Teacher,Leisure,6,0,Master. Thomas Clark
801,0,3,male,9.8,2,2,TICK78687,5.61,,S,Irish,Farmer,Migration,3,0,Master. William Brown
802,0,2,female,15.4,0,0,TICK742143,46.55,,S,American,Clerk,Migration,0,0,Mrs. Margaret Lewis
803,0,1,male,14.3,0,0,TICK722354,421.51,,S,Irish,Lawyer,Business,4,1,Dr. William Smith
804,1,2,male,38.0,0,0,TICK331102,21.9,,C,British,Teacher,Migration,4,1,Master. Thomas Clark
805,0,3,female,47.8,3,0,TICK936615,16.84,A84,S,American,Servant,Migration,3,1,Lady. Margaret Walker
806,0,3,female,40.8,0,0,TICK970649,5.47,D94,C,British,Farmer,Migration,4,1,Mrs. Margaret Lewis
807,0,3,female,44.9,1,2,TICK41220,19.5,,C,Other,Factory Worker,Migration,3,1,Lady. Elizabeth Smith
808,0,1,female,18.6,0,0,TICK455429,277.5,,S,British,Lawyer,Migration,5,1,Mrs. Elizabeth Johnson
809,0,3,male,25.2,0,2,TICK106317,9.55,D74,Q,Irish,Laborer,Migration,0,1,Rev. William Davis
810,0,3,male,26.2,0,1,TICK978658,10.44,D53,S,Irish,Laborer,Business,3,1,Master. William Harris
811,0,1,male,36.8,0,0,TICK740354,61.21,,S,British,Aristocrat,Migration,0,0,Dr. John Davis
812,0,2,female,,0,0,TICK833776,49.57,,C,Irish,Engineer,Migration,1,1,Miss. Alice Walker
813,0,3,female,,0,0,TICK547619,5.59,,C,French,Servant,Migration,5,1,Mrs. Sarah Wilson
814,1,3,female,43.9,3,0,TICK333951,14.82,A40,C,American,Factory Worker,Migration,0,1,Lady. Elizabeth Smith
815,0,3,male,52.9,0,3,TICK200647,11.64,,S,Irish,Laborer,Migration,2,0,Master. William Brown
816,0,2,female,37.6,1,0,TICK883304,47.96,,S,British,Nurse,Migration,7,0,Miss. Alice Harris
817,1,3,male,,2,0,TICK586283,8.69,,S,British,Factory Worker,Leisure,0,0,Mr. George Wilson
818,0,1,male,17.4,1,0,TICK694245,280.08,,S,Other,Aristocrat,Leisure,0,1,Dr. Thomas Smith
819,1,3,female,14.3,0,2,TICK879323,12.24,,S,American,Factory Worker,Migration,0,0,Mrs. Margaret Davis
820,1,3,male,0.5,0,2,TICK921202,15.54,B45,S,British,Factory Worker,Migration,5,1,Dr. George Davis
821,1,3,male,26.7,1,2,TICK657493,6.02,,S,Other,Servant,Migration,2,0,Mr. John Brown
822,0,2,male,25.8,4,0,TICK38367,17.75,,Q,Irish,Nurse,Leisure,5,0,Mr. John Clark
823,1,3,male,42.9,2,0,TICK996290,8.22,,Q,British,Factory Worker,Leisure,4,0,Rev. John Wilson
824,1,3,male,21.3,1,0,TICK666318,16.07,,S,British,Factory Worker,Leisure,6,0,Master. James Clark
825,1,1,female,27.5,1,0,TICK658756,118.9,,S,British,Aristocrat,Migration,0,1,Miss. Sarah Davis
826,0,1,male,34.2,1,0,TICK9357,299.54,,S,American,Lawyer,Leisure,3,1,Dr. George Harris
827,0,3,female,37.4,1,0,TICK258859,8.23,,S,British,Farmer,Migration,0,1,Mrs. Mary Brown
828,0,3,male,41.0,2,0,TICK144523,17.92,,S,British,Servant,Migration,4,1,Master. John Walker
829,0,1,male,,1,0,TICK615825,472.83,,S,Other,Doctor,Migration,6,1,Master. John Harris
830,1,3,male,,0,1,TICK395483,12.78,,S,American,Servant,Business,3,0,Rev. John Davis
831,1,3,female,36.0,1,0,TICK915478,10.28,D40,C,American,Factory Worker,Leisure,6,1,Miss. Mary Clark
832,0,3,male,20.2,1,0,TICK989977,8.51,A73,S,French,Servant,Migration,3,1,Master. William Brown
833,0,3,female,48.6,0,2,TICK231906,5.75,,Q,French,Factory Worker,Migration,0,1,Lady. Mary Taylor
834,0,3,male,30.3,0,0,TICK707056,9.03,,C,British,Farmer,Business,0,1,Dr. James Clark
835,1,2,male,33.6,1,2,TICK206183,36.17,B82,C,British,Teacher,Migration,6,0,Dr. Thomas Clark
836,0,3,male,69.0,0,1,TICK279172,13.0,,S,French,Servant,Migration,4,0,Dr. John Taylor
837,1,1,male,41.3,0,1,TICK493951,473.7,B69,S,Irish,Aristocrat,Migration,0,1,Dr. James Davis
838,0,1,female,35.7,5,0,TICK159789,216.25,B45,S,British,Doctor,Leisure,0,1,Miss. Sarah Davis
839,0,3,male,27.9,0,0,TICK509042,15.41,,S,French,Factory Worker,Migration,2,0,Dr. William Smith
840,1,3,male,11.6,0,2,TICK854403,12.34,,Q,Irish,Factory Worker,Migration,0,1,Rev. James Taylor
841,0,1,male,26.9,0,0,TICK197193,270.91,C74,S,American,Aristocrat,Migration,2,1,Rev. George Smith
842,1,3,female,17.2,0,0,TICK770194,9.02,,Q,British,Laborer,Migration,0,1,Miss. Sarah Harris
843,1,3,female,55.0,2,0,TICK521855,11.82,,S,French,Servant,Leisure,5,1,Lady. Elizabeth Wilson
844,1,3,female,35.9,0,0,TICK297327,12.06,,C,American,Laborer,Leisure,0,1,Mrs. Alice Brown
845,1,1,male,47.9,0,1,TICK139193,362.12,,S,Other,Lawyer,Migration,2,1,Rev. Thomas Taylor
846,1,3,female,20.9,2,1,TICK209218,19.11,,S,American,Farmer,Leisure,2,1,Lady. Mary Walker
847,0,2,female,,2,0,TICK666607,23.17,A40,S,British,Teacher,Business,2,1,Miss. Mary Clark
848,0,3,female,39.7,0,0,TICK919409,5.63,C14,S,British,Farmer,Business,6,1,Mrs. Elizabeth Lewis
849,1,3,male,16.7,0,0,TICK94020,12.44,,S,Other,Farmer,Migration,7,0,Master. Thomas Clark
850,1,3,male,23.4,0,3,TICK998020,13.17,,C,British,Factory Worker,Migration,0,0,Rev. George Brown
851,1,1,male,55.9,1,0,TICK542386,109.17,,S,American,Lawyer,Migration,0,0,Mr. William Brown
852,0,3,male,24.0,0,0,TICK899794,16.41,,Q,American,Farmer,Leisure,0,0,Master. Thomas Smith
853,0,2,male,8.7,0,5,TICK759417,49.4,,S,Irish,Engineer,Migration,0,0,Rev. James Davis
854,1,2,male,3.6,0,0,TICK786851,47.83,B79,C,Irish,Clerk,Business,7,0,Mr. John Clark
855,1,2,female,7.1,0,0,TICK225593,17.88,C59,S,Other,Teacher,Migration,2,1,Miss. Mary Walker
856,1,2,male,48.9,0,0,TICK4353,45.01,,C,British,Teacher,Leisure,3,0,Rev. John Harris
857,1,3,male,21.7,0,0,TICK456416,15.57,,S,French,Factory Worker,Migration,4,0,Mr. John Davis
858,0,1,male,68.4,2,0,TICK71528,243.31,,S,British,Aristocrat,Migration,5,0,Master. John Smith
859,0,3,female,53.1,0,0,TICK515526,13.11,,C,British,Factory Worker,Migration,5,1,Mrs. Elizabeth Walker
860,1,2,male,60.1,0,1,TICK585829,43.98,,S,Irish,Nurse,Business,1,0,Dr. Thomas Wilson
861,1,2,male,45.4,1,0,TICK641907,29.21,,S,British,Nurse,Migration,7,0,Mr. George Harris
862,0,3,female,38.9,0,1,TICK219677,10.6,B52,S,British,Farmer,Migration,3,0,Lady. Elizabeth Harris
863,1,3,female,17.7,1,0,TICK745479,12.4,,S,American,Laborer,Migration,0,0,Mrs. Elizabeth Clark
864,1,1,male,29.9,1,0,TICK187767,302.19,,S,Irish,Aristocrat,Migration,0,0,Mr. William Lewis
865,0,2,male,40.4,3,0,TICK41698,17.56,E13,S,British,Nurse,Migration,2,0,Master. Thomas Taylor
866,1,1,female,44.3,0,0,TICK439471,453.43,,S,Irish,Lawyer,Migration,2,1,Lady. Sarah Johnson
867,0,2,male,12.9,0,0,TICK722401,36.97,,C,British,Clerk,Migration,1,0,Master. George Walker
868,0,3,female,27.1,2,0,TICK276852,14.5,,C,Irish,Farmer,Leisure,2,1,Lady. Elizabeth Walker
869,0,3,male,28.8,0,1,TICK644173,6.49,,S,British,Servant,Business,2,0,Mr. James Smith
870,0,3,male,28.2,0,0,TICK399763,14.06,D97,S,Irish,Farmer,Leisure,1,0,Master. George Smith
871,0,3,female,14.6,1,0,TICK662679,6.81,,S,British,Factory Worker,Migration,0,1,Mrs. Elizabeth Brown
872,1,3,male,57.8,1,0,TICK613262,6.18,B37,S,Irish,Servant,Business,0,1,Rev. John Smith
873,0,3,male,26.6,3,0,TICK247117,12.91,,S,French,Laborer,Leisure,2,0,Master. Thomas Brown
874,0,3,male,15.6,2,0,TICK669692,11.04,,S,British,Farmer,Migration,1,1,Master. George Harris
875,1,3,male,58.3,0,1,TICK366642,13.83,B38,S,French,Factory Worker,Leisure,2,0,Dr. George Brown
876,0,3,male,53.1,0,1,TICK508755,6.34,,S,British,Laborer,Migration,0,0,Mr. James Davis
877,0,3,male,32.1,1,0,TICK557228,11.46,,S,British,Factory Worker,Migration,2,0,Dr. Thomas Harris
878,1,3,male,,2,0,TICK689852,7.62,,S,Other,Servant,Migration,6,1,Rev. Thomas Brown
879,0,3,female,23.0,3,5,TICK189811,19.81,,C,Irish,Laborer,Migration,5,1,Mrs. Alice Smith
880,0,3,male,6.1,0,0,TICK921534,13.42,,C,American,Servant,Business,0,0,Master. William Brown
881,0,2,male,37.7,0,0,TICK315678,37.5,,C,Other,Clerk,Migration,1,0,Mr. William Johnson
882,0,3,male,22.0,0,3,TICK882529,9.88,,Q,American,Laborer,Leisure,1,0,Rev. Thomas Walker
883,0,2,male,29.6,0,2,TICK244157,13.79,,Q,British,Clerk,Migration,0,0,Mr. James Wilson
884,1,3,male,56.6,1,0,TICK918544,19.64,C99,S,British,Farmer,Migration,0,0,Rev. James Clark
885,1,3,male,21.0,0,0,TICK307305,9.29,,S,Irish,Servant,Migration,0,0,Dr. James Brown
886,1,1,female,37.0,1,1,TICK701423,229.19,A25,C,American,Merchant,Business,0,1,Miss. Mary Clark
887,0,3,male,,0,2,TICK509622,14.75,,S,British,Farmer,Leisure,2,0,Rev. George Smith
888,0,3,female,48.4,0,1,TICK515034,5.37,,S,British,Laborer,Migration,1,0,Miss. Elizabeth Harris
889,0,3,male,28.5,2,0,TICK836448,17.15,E70,S,American,Laborer,Migration,2,0,Dr. William Davis
890,0,3,female,26.9,0,0,TICK661631,13.05,,S,British,Laborer,Migration,4,1,Miss. Elizabeth Harris
891,1,3,female,26.6,0,2,TICK412262,9.17,C95,S,French,Farmer,Migration,10,1,Miss. Alice Lewis
892,0,1,female,35.5,1,3,TICK627882,58.96,,S,Irish,Lawyer,Leisure,1,1,Lady. Alice Wilson
893,0,3,male,52.4,0,2,TICK375475,7.44,,C,British,Laborer,Leisure,3,0,Rev. Thomas Lewis
894,1,2,male,25.9,2,0,TICK570810,45.8,,C,British,Engineer,Business,5,0,Dr. George Smith
895,0,3,male,-6.4,0,1,TICK505322,15.29,,S,American,Laborer,Leisure,0,1,Mr. James Walker
896,0,3,male,43.3,0,0,TICK310767,8.75,E7,S,Other,Farmer,Migration,0,0,Rev. George Davis
897,0,1,male,,0,0,TICK102222,60.83,,C,Irish,Doctor,Business,4,1,Rev. John Harris
898,0,3,female,37.7,0,3,TICK230565,15.36,E68,Q,British,Farmer,Migration,1,1,Miss. Elizabeth Johnson
899,0,2,male,6.6,1,1,TICK118825,32.9,B66,S,French,Teacher,Leisure,3,0,Rev. Thomas Brown
900,0,3,male,,0,0,TICK924685,11.07,,S,French,Farmer,Leisure,2,1,Dr. George Brown
901,1,3,male,41.9,1,0,TICK941382,10.45,,C,British,Servant,Leisure,1,0,Mr. William Walker
902,0,3,female,11.2,0,3,TICK792634,8.25,A59,S,British,Factory Worker,Leisure,2,1,Lady. Alice Brown
903,1,3,female,37.0,1,0,TICK802045,15.04,B29,S,American,Laborer,Migration,4,1,Lady. Alice Johnson
904,1,3,female,29.5,0,1,TICK302225,19.56,,S,British,Factory Worker,Leisure,1,1,Miss. Alice Johnson
905,0,2,female,19.0,0,0,TICK440976,17.03,,Q,Other,Teacher,Leisure,0,1,Mrs. Margaret Smith
906,0,3,male,17.8,2,0,TICK469894,13.96,,S,Other,Laborer,Migration,0,1,Master. John Harris
907,1,3,male,14.8,0,1,TICK342203,11.36,,S,Irish,Farmer,Leisure,3,0,Rev. James Smith
908,1,3,male,30.9,0,2,TICK260413,11.7,,S,British,Factory Worker,Leisure,0,0,Rev. Thomas Clark
909,0,3,male,32.6,0,0,TICK695595,8.81,B89,C,American,Servant,Migration,3,0,Mr. John Taylor
910,0,1,male,24.5,2,0,TICK446503,417.81,,S,British,Doctor,Business,3,1,Rev. James Clark
911,0,3,male,13.9,1,0,TICK122445,12.28,,S,British,Servant,Leisure,1,0,Rev. James Walker
912,1,3,female,,0,0,TICK185753,13.15,,Q,American,Laborer,Migration,3,0,Lady. Elizabeth Johnson
913,0,3,male,36.5,0,0,TICK488310,9.57,,S,French,Farmer,Leisure,1,1,Rev. Thomas Walker
914,1,3,female,43.6,0,1,TICK335397,7.73,,C,Other,Laborer,Leisure,1,1,Mrs. Elizabeth Johnson
915,0,2,male,39.3,0,0,TICK693702,13.44,,S,British,Engineer,Migration,0,0,Dr. Thomas Brown
916,0,3,male,60.9,2,0,TICK120051,15.71,,S,American,Farmer,Leisure,0,0,Dr. James Taylor
917,1,3,female,27.3,3,1,TICK365462,7.94,,S,Other,Farmer,Business,6,1,Lady. Mary Wilson
918,1,3,female,50.6,0,1,TICK731824,15.35,,S,French,Factory Worker,Migration,7,1,Miss. Mary Smith
919,1,3,male,20.3,0,0,TICK418426,10.86,E91,S,Irish,Farmer,Migration,1,0,Mr. Thomas Walker
920,1,3,female,18.0,5,0,TICK740056,11.24,,C,Irish,Servant,Migration,0,0,Lady. Sarah Wilson
921,1,1,male,31.8,0,0,TICK135278,250.51,,S,British,Aristocrat,Business,0,1,Mr. George Lewis
922,1,2,female,54.4,0,0,TICK812264,24.71,,S,Irish,Teacher,Leisure,6,1,Mrs. Alice Johnson
923,1,2,male,,1,1,TICK926023,14.02,D49,S,British,Clerk,Migration,2,0,Mr. George Lewis
924,1,3,female,6.6,1,0,TICK508236,9.64,,S,British,Farmer,Leisure,1,1,Miss. Margaret Johnson
925,1,1,male,43.2,1,0,TICK881930,341.96,,S,British,Lawyer,Business,4,1,Master. George Smith
926,0,3,male,28.8,3,0,TICK844811,14.99,E2,S,Irish,Servant,Leisure,3,0,Rev. John Johnson
927,0,2,female,34.5,0,2,TICK906979,21.45,,C,French,Teacher,Leisure,0,1,Miss. Mary Wilson
928,0,1,male,18.7,1,0,TICK513936,246.25,,S,British,Lawyer,Leisure,1,1,Dr. William Taylor
929,1,3,male,31.7,1,1,TICK631255,7.9,,S,Irish,Laborer,Migration,4,0,Rev. Thomas Lewis
930,0,3,male,8.4,1,0,TICK433016,8.16,,S,Irish,Factory Worker,Leisure,0,0,Dr. Thomas Harris
931,0,3,male,58.1,0,0,TICK721604,5.35,,S,British,Farmer,Business,6,0,Rev. William Harris
932,1,3,male,46.2,0,1,TICK247268,18.45,A24,S,American,Farmer,Business,0,0,Dr. John Clark
933,0,1,male,31.0,0,0,TICK31369,129.03,,C,British,Merchant,Business,1,1,Mr. John Davis
934,0,3,male,42.8,1,2,TICK306062,8.41,B95,S,British,Servant,Migration,0,1,Mr. Thomas Smith
935,0,3,male,20.3,0,0,TICK281938,9.19,,C,British,Factory Worker,Leisure,4,0,Mr. George Smith
936,1,3,female,,0,1,TICK533139,6.91,D37,S,American,Farmer,Migration,3,1,Mrs. Alice Johnson
937,0,3,male,25.0,1,2,TICK226555,14.59,,S,British,Factory Worker,Leisure,0,1,Dr. William Smith
938,1,3,male,23.9,3,0,TICK934034,6.13,,C,British,Farmer,Business,1,1,Mr. John Davis
939,1,3,female,15.7,0,1,TICK893325,7.01,,Q,Other,Factory Worker,Leisure,3,1,Mrs. Margaret Davis
940,0,3,male,36.4,0,0,TICK821854,14.67,A51,S,British,Laborer,Business,1,0,Rev. William Brown
941,1,3,male,,0,0,TICK429873,10.09,,S,French,Farmer,Migration,2,0,Master. John Smith
942,0,3,male,51.2,3,3,TICK64756,15.62,,S,Other,Factory Worker,Migration,0,1,Mr. Thomas Brown
943,1,1,male,14.1,1,0,TICK590569,291.99,,S,British,Lawyer,Migration,2,0,Rev. Thomas Davis
944,1,3,male,36.4,0,3,TICK810289,8.84,,S,American,Servant,Leisure,1,1,Rev. George Wilson
945,0,1,male,47.8,0,0,TICK339891,335.89,,S,Irish,Aristocrat,Leisure,1,1,Dr. Thomas Taylor
946,0,2,male,68.8,0,0,TICK275312,14.65,,S,American,Clerk,Leisure,7,0,Rev. Thomas Davis
947,1,3,male,32.9,1,0,TICK708777,13.05,,Q,British,Laborer,Business,3,1,Rev. James Wilson
948,0,3,male,24.7,1,0,TICK334046,11.56,,S,British,Servant,Business,8,0,Master. William Davis
949,1,3,male,32.5,1,0,TICK432204,9.02,,C,Irish,Factory Worker,Business,5,0,Rev. James Walker
950,1,3,female,49.8,2,1,TICK411389,14.06,,S,British,Factory Worker,Business,5,1,Lady. Mary Brown
951,1,2,male,49.8,1,0,TICK849330,44.85,D79,S,American,Nurse,Migration,0,0,Dr. George Johnson
952,1,3,male,28.2,0,1,TICK464419,19.98,,S,American,Laborer,Leisure,5,0,Dr. James Johnson
953,1,3,female,49.5,0,1,TICK446853,14.12,,C,American,Farmer,Leisure,2,0,Lady. Alice Taylor
954,1,3,male,29.7,0,0,TICK419045,11.07,,C,American,Servant,Business,0,0,Dr. James Smith
955,0,3,female,42.6,0,0,TICK274363,8.38,A85,S,Irish,Laborer,Migration,1,1,Mrs. Elizabeth Taylor
956,1,2,female,38.2,0,0,TICK957687,20.28,E99,C,American,Teacher,Migration,3,0,Miss. Elizabeth Walker
957,0,3,female,24.1,1,1,TICK58287,12.19,B99,S,British,Servant,Migration,1,1,Miss. Alice Clark
958,0,2,male,16.2,1,0,TICK282351,24.69,,S,British,Nurse,Migration,2,1,Rev. Thomas Clark
959,0,3,female,48.3,0,1,TICK510089,18.71,,S,Other,Factory Worker,Leisure,2,1,Mrs. Mary Clark
960,1,3,male,52.8,5,0,TICK764559,10.52,,S,Irish,Farmer,Migration,0,0,Dr. George Davis
961,1,1,male,36.1,0,0,TICK230583,205.52,,C,American,Merchant,Business,3,1,Mr. James Harris
962,0,3,male,29.6,0,0,TICK357349,10.75,,S,French,Servant,Business,1,0,Mr. Thomas Davis
963,1,3,female,12.3,0,0,TICK668173,17.55,C60,S,Other,Servant,Business,10,0,Miss. Alice Walker
964,1,3,male,47.8,0,0,TICK859285,14.76,B83,S,Irish,Factory Worker,Leisure,7,1,Mr. James Wilson
965,0,3,female,34.2,1,1,TICK48844,14.21,A51,S,American,Laborer,Leisure,0,0,Lady. Mary Walker
966,0,3,male,26.1,0,0,TICK324496,10.01,,C,British,Servant,Migration,0,0,Mr. James Taylor
967,0,3,female,43.1,0,0,TICK470380,17.27,,S,American,Laborer,Migration,1,1,Lady. Elizabeth Clark
968,1,1,male,9.8,1,0,TICK430718,48.03,,S,Irish,Doctor,Business,1,1,Dr. James Smith
969,0,3,male,15.0,0,0,TICK233060,18.06,,S,Irish,Laborer,Leisure,4,0,Rev. James Wilson
970,1,3,male,19.8,0,0,TICK601315,12.69,B43,Q,British,Farmer,Migration,7,0,Dr. Thomas Smith
971,0,3,female,37.7,1,1,TICK919156,10.97,,S,Other,Farmer,Leisure,1,1,Lady. Sarah Walker
972,0,2,male,32.7,1,0,TICK175624,29.89,,S,French,Nurse,Migration,2,0,Rev. William Taylor
973,1,3,male,39.5,5,0,TICK563050,15.01,,S,British,Factory Worker,Leisure,0,0,Dr. William Davis
974,1,3,male,,0,0,TICK217217,5.19,,C,British,Factory Worker,Leisure,2,0,Dr. George Brown
975,0,1,male,40.1,0,0,TICK818419,439.63,E21,S,British,Merchant,Migration,2,1,Mr. John Johnson
976,0,3,male,58.5,0,0,TICK656660,11.7,,C,British,Farmer,Leisure,1,0,Mr. Thomas Smith
977,0,2,male,46.6,1,3,TICK116674,23.72,C8,S,American,Teacher,Leisure,6,1,Dr. Thomas Johnson
978,1,3,male,28.2,0,0,TICK994921,7.07,,S,French,Farmer,Business,5,0,Dr. George Clark
979,0,2,male,22.0,0,0,TICK644095,27.58,,S,British,Teacher,Migration,6,1,Dr. William Walker
980,0,3,male,,1,1,TICK641419,12.44,E69,S,British,Factory Worker,Migration,0,0,Master. William Johnson
981,0,1,female,40.6,0,0,TICK346698,219.71,,C,American,Aristocrat,Migration,0,1,Miss. Alice Walker
982,1,3,male,,0,0,TICK136492,15.18,B93,S,British,Farmer,Business,0,0,Mr. William Lewis
983,0,3,male,41.1,1,2,TICK635347,11.31,,S,Other,Laborer,Migration,2,0,Mr. William Harris
984,0,3,male,,0,0,TICK566987,19.42,,S,Irish,Servant,Leisure,1,1,Dr. John Lewis
985,1,3,female,16.0,5,0,TICK21887,13.99,,C,French,Farmer,Migration,0,1,Mrs. Elizabeth Brown
986,1,2,male,46.3,2,0,TICK997439,42.3,B1,S,American,Clerk,Business,1,0,Rev. William Wilson
987,1,2,male,35.5,5,0,TICK758311,14.37,,C,American,Clerk,Leisure,2,0,Dr. George Walker
988,0,1,female,57.6,0,0,TICK23143,216.73,E8,S,Irish,Aristocrat,Business,0,1,Lady. Mary Brown
989,1,2,male,29.7,2,1,TICK842390,23.47,,S,British,Teacher,Migration,1,1,Dr. James Davis
